außerhalb,outside
opa,Grandpa
selbstverständlich,Of course
aufstehen,stand up
hassen,to hate
pete,pete
gebrauchen,use
geglaubt,believed
milch,milk
trink,drinking
gefeuert,fired
erinnerungen,memories
müssten,would
suchst,looking
fährst,are going
kochen,Cook
schwach,weak
schreibt,writes
schulden,owe
hinein,in
simon,Simon
grenze,border
braut,bride
gebraucht,second hand
peinlich,embarrassing
klappt,folds
geheimnisse,secrets
joey,joey
aufmerksamkeit,attention
form,shape
umsonst,for free
kennenzulernen,know
überlebt,survived
nirgendwo,nowhere
meilen,miles
einfacher,easier
blöde,stupid
mond,moon
ergibt,results
daten,Data
merken,notice
schande,shame
fuck,fuck
fühlte,felt
jenny,jenny
sieg,victory
satt,Fed up
blödsinn,nonsense
adam,Adam
lisa,lisa
pfund,lb
handeln,act
lois,lois
enden,end up
warm,warm
raten,guess
übersetzung,translation
kunst,art
kapitän,captain
desto,more
einsatz,commitment
schweigen,remain silent
krankheit,illness
toller,great
schatten,shadow
wachen,watch
tatsache,fact
eric,eric
stock,floor
chief,chief
hingehen,go forth
verboten,forbidden
gäbe,would
anzug,suit
leichen,corpses
high,high
beendet,completed
freitag,Friday
million,million
verflucht,cursed
dunkel,dark
geb,give
enttäuscht,disappointed
klopfen,beat
spuren,traces
dreck,dirt
seiten,pages
mühe,effort
gezogen,drawn
brian,brian
kontrollieren,check
knochen,bone
schick,fancy
getrennt,Cut
programm,program
grab,dig
ebenso,as well
trage,sluggish
nachbarn,neighbours
bieten,Offer
bestes,best
elizabeth,elizabeth
fuhr,drove
verlässt,leaves
freundlich,friendly
dennoch,yet
rauchen,smoke
dick,thick
stuhl,chair
dreh,twist
bester,best
schicke,chic
vergeben,forgive
ausgehen,go out
behandeln,to treat
trotz,in spite of
gast,guest
ändert,change
passierte,happened
toilette,Toilet
annehmen,accept
herzlichen,warm
hexe,witch
erwachsen,grown up
jerry,jerry
pistole,pistol
saß,sat
dreht,rotates
aussage,statement
liebte,loved
street,street
genießen,enjoy
eifersüchtig,jealous
derjenige,the one
teuer,expensive
leo,leo
zähne,teeth
beobachtet,observed
gentlemen,gentlemen
wählen,choose
helft,help
fliegt,flies
theater,theatre
regen,rain
feinde,enemies
william,william
erlauben,allow
zulassen,allow
schnappen,grab
komplett,complete
panik,panic
flughafen,Airport
bewusst,deliberately
deutschen,German
voraus,ahead
sterbe,die
solltet,should
begleiten,accompany
einander,each other
fred,fred
erlebt,experienced
weiterhin,Farther
stärker,stronger
fahrer,driver
konzentrieren,focus
streiten,fight
angeht,As for
selben,the same
star,star
überzeugen,convince
alkohol,alcohol
übersetzt,translated
verrückte,crazy
lch,l
king,king
begann,started
angenommen,accepted
weitermachen,keep going
echter,real
jackson,Jackson
post,post
mitgenommen,took
botschaft,Embassy
ideen,ideas
fehlen,absence
aufgeregt,excited
selbstmord,Suicide
dumme,silly
zurückkommen,Come back
irgendein,any
magie,magic
phil,phil
schlage,suggest
handelt,These
treffe,meet
untersuchen,investigate
flucht,flight
verliert,loses
irgendeine,any
gegenteil,opposite
betrifft,concerns
scharf,sharp
gehofft,hoped
kennengelernt,met
schlimmste,worst
projekt,Project
trottel,jerk
immerhin,after all
mehrere,several
erwarte,expect
mochte,would like to
schwimmen,swim
zählen,counting
innerhalb,within
matt,frosted
blind,blind
schwestern,sisters
code,code
alan,alan
schlau,clever
absicht,intention
barry,barry
spielst,play
zuletzt,last
oliver,oliver
art.,art.
englisch,English
ohr,ear
verletzen,violate
song,song
schüler,student
schien,appeared
gewinnt,winning
älter,older
merkwürdig,strange
judy,judy
vermisse,miss
größe,size
tritt,occurs
trauen,trust
präsidenten,president
trick,trick
harvey,harvey
doug,doug
roten,redden
überlegt,considered
größten,biggest
sonntag,Sunday
zwölf,twelve
vorstellung,idea
schrieb,wrote
reinkommen,come in
killer,killer
unterstützung,support
antun,do to
rechnung,invoice
dieselbe,the same
verändern,change
möglicherweise,possibly
definitiv,definitely
locker,relaxed
ed,ed
vincent,vincent
ums,killed
abends,in the evening
frisch,fresh
kohle,coal
fing,started
hure,whore
cousin,cousin
familien,Familys
einsam,lonely
lebendig,lively
heiligen,hallow
knapp,just
ebenfalls,Likewise
überprüft,checked
artikel,items
gesetzt,set
jederzeit,at any time
kompliziert,complicated
spüren,feel
signal,signal
amy,amy
stich,Sting
kino,movie theater
probieren,try
tode,Deaths
wundervoll,wonderful
tanz,dance
geöffnet,open
kerle,guys
begraben,to bury
prozent,percent
stoppen,to stop
hoheit,highness
riesen,Giants
rote,Red
zugang,Access
liest,read
vorn,front
wichtige,important
aufmachen,open
kelly,kelly
sexy,sexy
erlaubnis,permission
grace,grace
big,big
story,story
madam,madam
leichter,lighter
halben,half
filme,movies
priester,priest
herauszufinden,out
packen,pack
dritte,third
inzwischen,meanwhile
larry,larry
presse,Press
sitze,seats
machten,made
geklaut,Stolen
helden,heroes
susan,susan
geduld,patience
bühne,stage
reparieren,repair
hä,huh
usa,USA
gerechtigkeit,justice
fälle,cases
selten,Rare
anrufe,Calls
unterschreiben,sign
julia,julia
drücken,to press
mrs,mrs
lügner,liar
endet,ends
dave,dave
medizin,medicine
schreibe,write
verhaften,to arrest
prozess,process
samstag,Saturday
amen,Amen
motor,engine
marie,marie
abhauen,clear out
chaos,chaos
schönheit,beauty
beinahe,nearly
lebst,live
tolles,great
anhalten,stop
fremden,strange
hof,court
akzeptieren,accept
norden,north
ärzte,doctors
anziehen,attract
dingen,things; matters
umgehen,bypass
bauch,belly
gesamte,all
hübsche,pretty
ertragen,bear
kiste,box
brennt,burns
teile,parts
deckung,cover
landen,land
berg,mountain
straßen,roads
aufgenommen,recorded
gerufen,called
untersuchung,investigation
alarm,alarm
blieb,remained
vertraue,trust
extra,extra
entspann,relaxing
beobachten,observe
eindruck,impression
tschüs,Bye
babys,Babies
wehtun,hurt
zog,drew
iss,iss
herrgott,lord god
echten,real
springen,leap
nackt,naked
existiert,there
befreien,to free
gerät,device
montag,Monday
gezwungen,forced
perfekte,perfect
erzählst,tell
bastard,bastard
interessieren,interest
schlechten,bad
hank,hank
steigt,increases
st.,st.
on,on
carl,carl
gekriegt,got
fliehen,flee
trug,wore
freundschaft,Friendship
rate,rate
papiere,papers
abgeschlossen,completed
schnauze,snout
beruf,job
gebiet,area
jeff,jeff
jedoch,however
beten,pray
verbunden,connected
sprachen,languages
verräter,traitor
wichtigste,leading
prost,cheers
brust,chest
aufgehört,stopped
kleider,clothes
jacke,jacket
bestellt,ordered
herkommen,come here
wild,wild
nenne,call
angesehen,viewed
zuhören,to listen
trennen,separate
schlafzimmer,bedroom
vorschlag,suggestion
meins,mine
gift,poison
ton,volume
vermissen,miss
angekommen,arrived
beantworten,answer
deutlich,clear
träumen,dream
verwirrt,confused
akten,files
riskieren,take risk
b,b
victor,victor
find,place
erkannt,recognized
beerdigung,funeral
müll,rubbish
weisst,know
möge,may
stellte,presented
mitte,center
erleben,experience
geburt,birth
decke,ceiling
ch00ffff,ch00ffff
wege,ways
schritte,steps
gibts,there
gemeldet,reported
hilfst,help
mittagessen,Having lunch
weint,weeps
vernichten,destroy
rock,skirt
chicago,Chicago
ellen,ellen
crew,crew
roy,roy
türen,doors
gewehr,gun
elena,elena
arbeitete,worked
spiegel,mirror
hauen,hit
geraten,devices
dritten,third
ross,Horse
julie,julie
wetter,Weather
schwul,humid
regel,rule
befindet,is
einheit,unit
german,German
armer,low
gucken,look
anstatt,instead of
champagner,champagne
gründe,reasons
strafe,punishment
smith,smith
öfter,more often
anne,anne
zelle,cell
langen,long
altes,old one
ruiniert,ruined
jonathan,jonathan
kleidung,dress
gras,grass
kenn,mark
agenten,agents
herausgefunden,found out
annie,annie
rechten,right
brot,loaf
berlin,Berlin
erfreut,pleased
lügt,lying
nehm,taking
harte,hardness
staaten,states
station,station
gaben,gifts
hinterher,after
verpassen,miss
geholt,brought
jesse,jesse
hemd,shirt
trinke,drink
klären,clarify
praktisch,practically
theorie,theory
zunge,tongue
notfall,emergency
besseren,better
winter,winter
c,c
versuchst,try
dahinter,behind it
schwere,serious
feuern,to fire
lucy,lucy
schießt,shoots
anführer,leader
schief,crooked
blau,blue
bestens,very well
wartest,waiting
gehts,you go
morgan,morgan
unrecht,wrong
leck,leak
wonach,which
entwickelt,developed
bedeutung,meaning
strom,electricity
krebs,cancer
gemein,common
wessen,whose
minister,minister
lhnen,wages sent
quelle,source
zahl,number
schiffe,Ships
schüsse,shots
bricht,breaks
talent,talent
spitze,top
fernseher,TV
treiben,float
ausgezeichnet,excellent
tatort,crime scene
möglichkeiten,possibilities
trinkt,drinking
esse,eat
cop,cop
details,details
täter,offender
wahren,uphold
dieb,Thief
offiziell,officially
dienen,to serve
westen,west
entscheidungen,decisions
dauernd,constantly
geschmack,taste
gegenseitig,each other
gewählt,chosen
charlotte,charlotte
pech,bad luck
verteidigen,defend
schauspieler,actor
personen,people
überlassen,leave
publikum,audience
trägst,wear
wechseln,switch
begegnet,met
betrogen,cheated
besucht,visited
vertrau,trust
europa,Europe
carrie,carrie
patrick,patrick
deutschland,Germany
süßer,cutie pie
loswerden,Get rid of
melde,register
maggie,maggie
bestätigt,approved
gas,gas
sturm,Storm
setze,put
briefe,letters
null,zero
penny,penny
schlafe,sleep
wirken,Act
geführt,guided
starten,start
götter,gods
festhalten,hold tight
geheim,secret
übergeben,to hand over
cia,cia
abteilung,Department
papier,paper
wetten,bet
gefolgt,followed
verschiedene,various
gleichzeitig,simultaneously
genie,genius
hungrig,hungry
inspektor,inspector
zwingen,to force
atmet,breathes
kuh,cow
unterstützen,support
geworfen,thrown
verlor,lost
süden,south
pater,father
menschheit,mankind
versteck,hideout
tötete,killed
fähigkeiten,Skills
beruhigt,calmed down
rechtzeitig,in time
streng,strict
sendung,broadcast
gelebt,lived
treppe,stairway
kim,kim
richtiger,real
aufnehmen,"record, tape"
wolf,wolf
pa,pa
öffnet,opens
dämon,demon
wut,fury
schlange,Snake
medikamente,drug
geschenkt,given
nenn,call
gelegt,placed
anfassen,touch
pizza,Pizza
schlechtes,bad
hütte,hut
mantel,coat
behauptet,claims
kilometer,kilometre
beeilung,Hurry up
angeblich,allegedly
reiten,horse riding
helen,helen
mittag,noon
gewarnt,warned
wohne,live
las,read
dunkelheit,Darkness
spazieren,to stroll
angel,fishing rod
hiermit,herewith
schließt,includes
phoebe,phoebe
vieles,much
erfüllt,Fulfills
tausend,thousand
sack,bag
eindeutig,clearly
unterhaltung,entertainment
gründen,establish
km,km
zugeben,admit
mittel,medium
explosion,explosion
gefangenen,caught
taylor,taylor
frische,fresh
verdächtigen,suspect
neugierig,curious
leitung,management
kennenlernen,to get to know
fliege,Fly
lebte,lived
menschliche,human
anderem,others
auseinander,apart
fressen,eat
beides,both
ficken,fuck
stoff,material
spüre,feel
eilig,hurried
stammt,dates
vorgestellt,presented
linda,linda
welch,what
wichtiges,important
no,no
gehörte,belonged
mhm,mhm
glaubte,thought
oberst,colonel
schrank,cabinet
fremde,foreign
gnade,grace
chloe,chloe
yo,yo
entspannen,relax
virus,virus
schläfst,sleep
einladung,invitation
krieger,warrior
vernünftig,reasonable
fein,fine
greifen,to grab
whoa,whoa
kyle,kyle
schickte,sent
per,by
mitglied,member
einziger,only
umzubringen,kill
zurückkehren,to return
feld,field
mexiko,Mexico
erschaffen,create
information,information
hergekommen,came here
beweg,Move
stärke,Strength
vermögen,capital
verbracht,spent
gewisse,certain
waschen,to wash
howard,howard
staat,Country
geister,ghosts
behaupten,claim
schrei,Scream
würdet,would
vögel,birds
warnen,to warn
albert,albert
chancen,opportunities
treibt,drives
nannte,named
vermute,suspect
mitternacht,midnight
jones,Jones
freundinnen,girlfriends
lecker,delicious
klinik,clinic
dicht,close
befinden,are located
ließen,could
bürger,citizens
verursacht,caused
hammer,hammer
klang,sound
internet,Internet
aufregend,exciting
grenzen,border
politik,politics
superman,superman
zurecht,deal
besitz,possession
cops,cops
eingesperrt,locked
irren,be wrong
kommando,command
schlug,beat
krankenwagen,ambulance
love,love
öffne,open
karen,karen
richten,judge
mademoiselle,mademoiselle
erfunden,invented
schnee,snow
fühl,feeling
behalte,keep
beschützt,protected
punkte,Points
entfernen,remove
abgehauen,escape
geträumt,dreamed
stefan,Stefan
dämonen,demons
tränen,tears
erfolgreich,successful
volle,full
wilson,Wilson
caroline,caroline
höher,higher
happy,happy
brille,glasses
musstest,had to
heimat,homeland
terry,terry
liebsten,favorite
bye,bye
leiter,ladder
sean,sean
kauf,purchase
spinnst,crazy
werk,plant
cent,cent
schlacht,battle
beziehungen,Relationships
abgemacht,settled
schreie,cry
hmm,hmm
bestätigen,to confirm
erschreckt,frightened
offizier,officer
that,did
sara,sara
affäre,affair
empfangen,receive
zweck,purpose
kämpfe,fight
ergeben,yield
china,China
fange,start
häuser,Houses
verliere,losing
gedanke,thought
tausende,thousands
heutzutage,these days
gefühlt,felt
schnitt,cut
carlos,carlos
harold,harold
lebend,live
real,real
holz,Wood
kaiser,Emperor
spielte,played
begonnen,began
ziehst,pull
gelandet,landed
scheidung,divorce
bart,beard
beschlossen,decided
klo,loo
riechen,smell
vergisst,forgets
begeistert,excited
ei,egg
durchs,through
geil,hot
nieder,low
erkläre,declare
schreckliche,terrible
beeindruckt,impressed
vince,vince
aufgegeben,given up
aufgrund,by virtue of
momentan,currently
solch,such
meistens,mostly
stress,stress
sterne,Stars
heilen,heal
soviel,so much
kannten,knew
stattdessen,instead
aye,aye
dinger,dinger
stimmung,Mood
bulle,bull
aufgefallen,noticed
kämpft,fight
geräusch,noise
künstler,Artists
wachsen,to grow
verurteilt,sentenced
himmels,heaven
tyler,tyler
urteil,judgment
schweine,pigs
nettes,nice
house,house
verlust,loss
verließ,left
wirf,throw
wenige,few
willie,willie
schulter,shoulder
kalifornien,California
lernt,learns
beigebracht,taught
normale,normal
anbieten,to offer
verwenden,use
gratuliere,congratulations
fluch,curse
rick,rick
übers,over
grün,green
unterricht,classes
dachtest,thought
verarschen,muck around
gewöhnt,used
anklage,accusation
tollen,great
lippen,lips
fett,fat
lege,lege
feigling,coward
achten,"respect, think highly of"
gary,gary
erfährt,learns
gewohnt,used
jessica,jessica
äußerst,extremely
einladen,invite
käse,cheese
aufwachen,wake up
verfügung,disposal
uniform,uniform
zusehen,watch
board.tv4user.de,board.tv4user.de
gesundheit,health
abenteuer,adventure
hosen,pants
kurze,short
scheck,check
täglich,Every day
fresse,mug
übernehme,take over
wiederholen,to repeat
bestellen,to order
freiwillig,voluntary
cole,cole
universum,universe
zeuge,witness
west,west
marshall,marshall
fähig,able to
revier,territory
reifen,tires
mum,mum
führe,lead
durchgemacht,undergone
tests,Testing
führte,led
schenken,give
schädel,skull
realität,reality
april,April
albern,silly
brav,well-behaved
schwerer,severe
jagd,hunt
versagt,failed
truck,truck
steckst,'re stuck
geschenke,gifts
sicherlich,certainly
öffentlichkeit,Publicity
merkt,noted
verbrecher,criminal
maske,mask
verstärkung,reinforcement
liefern,deliver
jo,jo
starke,Strength
grunde,reasons
gordon,gordon
würd,would
verschwand,disappeared
schulde,owe
russen,russians
führer,leader
gemerkt,noticed
ciao,ciao
loslassen,let go
berichten,to report
verabschieden,saying goodbye
antrag,application
schieß,shooting
abby,abby
benehmen,behavior
verdacht,suspicion
hübsches,pretty
schreibtisch,writing desk
e,e
vampir,vampire
rory,rory
probe,sample
schaff,creating
verzeih,forgive
patient,patient
geküsst,kissing
ertönt,sounds
nahmen,took
zahlt,pays
vorbereiten,to prepare
verbrannt,burnt
verdammtes,fucking
frankie,frankie
informiert,informed
einziges,single
zucker,sugar
stinkt,smells bad
schnappt,snaps
schreib,write
standen,stood
klamotten,clothes
heil,Salvation
besitzer,owner
marcus,marcus
tess,tess
drum,drum
tasse,Cup
hinweis,Note
verteidigung,defense
lügst,lying
lies,read
magen,stomach
enterprise,enterprise
michelle,michelle
beeilt,hastens
tunnel,tunnel
einst,once
behandlung,treatment
serie,series
applaus,applause
markt,market
korrekt,correctly
besessen,obsessed
bewahren,save
nr.,No.
pack,pack
gekämpft,fought
black,black
angreifen,attack
tiefer,lower
huh,huh
truppen,troops
kommandant,commander
osten,east
elf,eleven
beeindruckend,impressive
besitzt,has
ho,ho
heut,today
clever,clever
verrückten,crazy
freien,free
hass,hate
antworte,answer
posten,Post
schneiden,to cut
sammeln,collect
gesteckt,plugged
wissenschaft,science
ursache,root cause
gewiss,certainly
bereich,Area
catherine,catherine
meinetwegen,because of me
l.a.,L.A.
senator,senator
ausziehen,take off
verzweifelt,desperate
jess,jess
anteil,proportion of
stets,always
ritter,Knight
viertel,quarter
roman,novel
pünktlich,in time
erfüllen,fulfill
kauft,buys
molly,molly
basis,Base
eva,eva
schock,shock
empfang,reception
wiederhole,repeat
wünscht,wishes
besondere,special
titel,title
stil,style
fingerabdrücke,fingerprints
einfluss,influence
anweisungen,instructions
zahle,pay
shield,shield
opfern,sacrifice
blaue,blueness
sparen,save up
weiteres,additional
gehörst,belong
farm,farm
erstaunlich,amazing
schwachsinn,idiocy
miete,rental fee
verwandelt,transformed
daneben,Besides
klaus,Klaus
bereiten,prepare
wüste,desert
prüfen,check
gabe,gift
hundert,hundred
erscheinen,appear
laß,let
besiegen,defeat
verpiss,verpiss
umständen,circumstances
angelegenheit,matter
landes,country
dienstag,Tuesday
folgendes,following
fürchten,to fear
mordes,murder
nennst,call
angestellt,employed
training,training
aufgetaucht,popped up
rausfinden,find out
ächzt,groans
rauskommen,come out
planet,planet
suppe,Soup
erwischen,catch
sitz,Seat
johnson,johnson
vorteil,advantage
for,for
rosa,pink
tour,trip
amerikanische,American
schönste,most beautiful
